 Padi,Pertanian Kehutanan dan Perikanan
 Jagung,Pertanian Kehutanan dan Perikanan
 Ketela Pohon,Pertanian Kehutanan dan Perikanan
 Umbi Lainnya,Pertanian Kehutanan dan Perikanan
 Bawang Merah,Pertanian Kehutanan dan Perikanan
 Sayur-Sayuran,Pertanian Kehutanan dan Perikanan
 Pisang,Pertanian Kehutanan dan Perikanan
 Buah-Buahan,Pertanian Kehutanan dan Perikanan
 Kacang Tanah,Pertanian Kehutanan dan Perikanan
 Kacang Lainnya,Pertanian Kehutanan dan Perikanan
 Bahan Makanan Lainnya,Pertanian Kehutanan dan Perikanan
 Karet,Pertanian Kehutanan dan Perikanan
 Tebu,Pertanian Kehutanan dan Perikanan
 Kelapa,Pertanian Kehutanan dan Perikanan
 Tembakau,Pertanian Kehutanan dan Perikanan
 Kopi,Pertanian Kehutanan dan Perikanan
 Cengkeh,Pertanian Kehutanan dan Perikanan
 Hasil Tanaman Serat,Pertanian Kehutanan dan Perikanan
 Perkebunan Teh ,Pertanian Kehutanan dan Perikanan
 Hasil Perkebunan Lainnya,Pertanian Kehutanan dan Perikanan
 Hasil Pertanian Lainnya,Pertanian Kehutanan dan Perikanan
 Ternak dan Hasil-hasilnya,Pertanian Kehutanan dan Perikanan
 Unggas dan Hasil-hasilnya,Pertanian Kehutanan dan Perikanan
 Kayu,Pertanian Kehutanan dan Perikanan
 Hasil Hutan Lainnya,Pertanian Kehutanan dan Perikanan
 Ikan Laut dan Hasil Laut Lainnya,Pertanian Kehutanan dan Perikanan
 Ikan Darat dan Hasil Perairan Darat,Pertanian Kehutanan dan Perikanan
 Jasa Pertanian,Pertanian Kehutanan dan Perikanan
 Garam Kasar,Pertanian Kehutanan dan Perikanan
 Pertambangan Lainnya,Pertambangan dan Penggalian
 Barang Galian Segala Jenis,Pertambangan dan Penggalian
 Ind. Pengolahan dan Pengawetan Makanan,Industri Pengolahan
 Ind. Minyak dan Lemak,Industri Pengolahan
 Ind. Penggilingan Padi,Industri Pengolahan
 Ind. Tepung Terigu dan Tepung Lainnya,Industri Pengolahan
 Ind. Roti dan Kue Kering Lainya,Industri Pengolahan
 Ind. Kopi Giling dan Kupasan,Industri Pengolahan
 Ind. Makanan Lainnya,Industri Pengolahan
 Ind. Bumbu Masak dan Penyedap Makanan,Industri Pengolahan
 Ind. Makanan Ternak,Industri Pengolahan
 Ind. Gula Tebu dan Gula Kelapa,Industri Pengolahan
 Ind. Minuman,Industri Pengolahan
 Ind. Rokok,Industri Pengolahan
 Ind. Pengolahan Tembakau selain rokok,Industri Pengolahan
 Ind. Pemintalan,Industri Pengolahan
 Ind. Tekstil,Industri Pengolahan
 Ind. Tekstil Jadi dan Tekstil Lainnya,Industri Pengolahan
 Ind. Pakaian Jadi,Industri Pengolahan
 Ind. Kulit dan Alas Kaki,Industri Pengolahan
 Ind. Kayu dan Bahan Bangunan dari Kayu,Industri Pengolahan
 Ind. Perabot Rumah Tangga dari Kayu,Industri Pengolahan
 Ind. Kertas dan Barang dari Kertas,Industri Pengolahan
 Penerbitan dan Percetakan,Industri Pengolahan
 Ind. Farmasi dan Jamu Tradisional,Industri Pengolahan
 Ind. Kimia dan Pupuk,Industri Pengolahan
 Ind. Pengilangan Minyak,Industri Pengolahan
 Ind. Karet dan Barang dari Karet,Industri Pengolahan
 Ind. Plastik dan Barang dari Plastik,Industri Pengolahan
 Ind. Barang Mineral Bukan Logam,Industri Pengolahan
 Ind. Semen,Industri Pengolahan
 Ind. Kapur dan Barang dari Semen,Industri Pengolahan
 Ind. Dasar Baja dan Besi,Industri Pengolahan
 Ind. Logam Bukan Besi dan Barang dari Logam,Industri Pengolahan
 Ind. Mesin dan Perlengkapan Listrik,Industri Pengolahan
 Ind. Alat Angkutan dan Perbaikannya,Industri Pengolahan
 Ind. Barang Lainnya,Industri Pengolahan
 Listrik dan Gas,Pengadaan Listrik Gas
 Air Minum,Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang
 Bangunan Tempat Tinggal dan Bukan Tempat Tinggal,
 Bangunan Lainnya,Konstruksi
 Perdagangan,Perdagangan Besar dan Eceran Reparasi Mobil dan Sepeda Motor
 Jasa Restoran,Penyediaan Akomodasi dan Makan Minum
 Jasa Perhotelan,Penyediaan Akomodasi dan Makan Minum
 Jasa Angkutan Kereta Api,Transportasi dan Pergudangan
 Jasa Angkutan Jalan Raya,Transportasi dan Pergudangan
 Angkutan Air,Transportasi dan Pergudangan
 Angkutan Udara,Transportasi dan Pergudangan
 Jasa Penunjang Angkutan,Transportasi dan Pergudangan
 Jasa Komunikasi,Informasi dan Komunikasi
 Jasa Bank,Jasa Keuangan dan Asuransi
 Jasa Lembaga Keuangan Lainnya,Jasa Keuangan dan Asuransi
 Real Estate dan Jasa Perusahaan,Real Estat
 Pemerintahan Umum dan Pertahanan,Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib
 Jasa Pendidikan Swasta,Jasa Pendidikan
 Jasa Kesehatan Swasta,Jasa Kesehatan dan Kegiatan Sosial
 Jasa Hiburan,Jasa lainnya
 Jasa-Jasa Lainnya,Jasa lainnya
 Kegiatan yang belum jelas batasannya,Jasa lainnya
